id,Precio_cat
4820,4
4821,1
4822,1
4823,3
4824,1
4825,1
4826,4
4827,5
4828,3
4829,3
4830,3
4831,4
4832,1
4833,3
4834,3
4835,4
4836,1
4837,5
4838,5
4839,1
4840,1
4841,1
4842,1
4843,3
4844,1
4845,3
4846,5
4847,4
4848,2
4849,3
4850,3
4851,3
4852,3
4853,4
4854,2
4855,3
4856,5
4857,1
4858,3
4859,1
4860,3
4861,3
4862,5
4863,1
4864,2
4865,3
4866,3
4867,3
4868,3
4869,5
4870,1
4871,3
4872,5
4873,1
4874,2
4875,1
4876,5
4877,1
4878,1
4879,1
4880,4
4881,2
4882,4
4883,2
4884,1
4885,1
4886,4
4887,1
4888,5
4889,4
4890,3
4891,4
4892,3
4893,3
4894,3
4895,5
4896,2
4897,4
4898,3
4899,3
4900,3
4901,3
4902,1
4903,3
4904,2
4905,2
4906,4
4907,2
4908,3
4909,2
4910,3
4911,3
4912,2
4913,1
4914,4
4915,1
4916,5
4917,5
4918,1
4919,1
4920,3
4921,3
4922,3
4923,5
4924,3
4925,5
4926,1
4927,3
4928,3
4929,1
4930,5
4931,1
4932,1
4933,1
4934,5
4935,4
4936,5
4937,3
4938,1
4939,3
4940,2
4941,3
4942,4
4943,5
4944,4
4945,3
4946,1
4947,1
4948,1
4949,3
4950,1
4951,2
4952,5
4953,5
4954,2
4955,1
4956,1
4957,1
4958,2
4959,3
4960,3
4961,2
4962,1
4963,5
4964,4
4965,1
4966,5
4967,2
4968,3
4969,3
4970,4
4971,5
4972,4
4973,3
4974,4
4975,4
4976,5
4977,5
4978,5
4979,1
4980,4
4981,2
4982,1
4983,3
4984,4
4985,3
4986,3
4987,1
4988,1
4989,1
4990,5
4991,1
4992,1
4993,5
4994,2
4995,2
4996,5
4997,5
4998,2
4999,2
5000,4
5001,5
5002,3
5003,5
5004,3
5005,2
5006,5
5007,2
5008,5
5009,4
5010,3
5011,4
5012,4
5013,4
5014,3
5015,5
5016,3
5017,2
5018,5
5019,5
5020,5
5021,1
5022,5
5023,1
5024,1
5025,3
5026,3
5027,1
5028,2
5029,1
5030,4
5031,5
5032,1
5033,5
5034,3
5035,3
5036,2
5037,5
5038,1
5039,4
5040,2
5041,4
5042,3
5043,1
5044,1
5045,2
5046,3
5047,3
5048,1
5049,3
5050,3
5051,5
5052,5
5053,3
5054,3
5055,1
5056,4
5057,3
5058,5
5059,5
5060,4
5061,3
5062,1
5063,1
5064,1
5065,2
5066,2
5067,3
5068,4
5069,3
5070,1
5071,2
5072,4
5073,3
5074,5
5075,4
5076,2
5077,2
5078,5
5079,3
5080,2
5081,5
5082,2
5083,1
5084,2
5085,1
5086,5
5087,3
5088,3
5089,2
5090,1
5091,1
5092,3
5093,1
5094,3
5095,2
5096,3
5097,2
5098,5
5099,1
5100,5
5101,4
5102,2
5103,4
5104,3
5105,3
5106,1
5107,1
5108,5
5109,1
5110,1
5111,1
5112,3
5113,3
5114,1
5115,3
5116,4
5117,3
5118,4
5119,2
5120,1
5121,3
5122,2
5123,2
5124,2
5125,3
5126,2
5127,3
5128,2
5129,4
5130,2
5131,5
5132,5
5133,4
5134,2
5135,2
5136,2
5137,3
5138,1
5139,3
5140,3
5141,4
5142,1
5143,3
5144,3
5145,3
5146,3
5147,1
5148,5
5149,5
5150,3
5151,5
5152,1
5153,5
5154,4
5155,1
5156,3
5157,3
5158,3
5159,1
5160,3
5161,5
5162,3
5163,1
5164,2
5165,2
5166,1
5167,1
5168,2
5169,4
5170,4
5171,5
5172,1
5173,5
5174,2
5175,5
5176,1
5177,3
5178,3
5179,4
5180,4
5181,3
5182,1
5183,1
5184,3
5185,3
5186,5
5187,3
5188,4
5189,2
5190,4
5191,2
5192,3
5193,3
5194,4
5195,3
5196,1
5197,2
5198,5
5199,3
5200,3
5201,1
5202,3
5203,4
5204,4
5205,5
5206,1
5207,3
5208,3
5209,1
5210,5
5211,1
5212,5
5213,1
5214,5
5215,4
5216,2
5217,3
5218,3
5219,2
5220,5
5221,5
5222,2
5223,2
5224,3
5225,2
5226,5
5227,1
5228,2
5229,5
5230,5
5231,4
5232,3
5233,1
5234,3
5235,1
5236,1
5237,1
5238,1
5239,3
5240,1
5241,4
5242,1
5243,4
5244,5
5245,1
5246,1
5247,5
5248,3
5249,3
5250,3
5251,3
5252,1
5253,3
5254,4
5255,4
5256,2
5257,3
5258,3
5259,3
5260,4
5261,4
5262,3
5263,1
5264,3
5265,1
5266,1
5267,2
5268,3
5269,3
5270,4
5271,3
5272,3
5273,1
5274,5
5275,4
5276,4
5277,5
5278,1
5279,3
5280,3
5281,4
5282,5
5283,3
5284,5
5285,5
5286,1
5287,4
5288,3
5289,5
5290,2
5291,5
5292,3
5293,2
5294,3
5295,3
5296,2
5297,2
5298,2
5299,2
5300,2
5301,4
5302,3
5303,3
5304,4
5305,3
5306,5
5307,3
5308,1
5309,4
5310,2
5311,3
5312,1
5313,1
5314,4
5315,5
5316,4
5317,5
5318,3
5319,1
5320,3
5321,1
5322,5
5323,1
5324,1
5325,5
5326,1
5327,3
5328,1
5329,1
5330,2
5331,3
5332,1
5333,2
5334,2
5335,1
5336,2
5337,1
5338,3
5339,1
5340,3
5341,5
5342,3
5343,5
5344,1
5345,1
5346,3
5347,5
5348,4
5349,5
5350,5
5351,1
5352,4
5353,4
5354,1
5355,4
5356,1
5357,5
5358,4
5359,5
5360,2
5361,5
5362,4
5363,3
5364,2
5365,3
5366,4
5367,3
5368,1
5369,3
5370,4
5371,3
5372,1
5373,1
5374,5
5375,3
5376,4
5377,4
5378,2
5379,2
5380,4
5381,3
5382,1
5383,2
5384,3
5385,3
5386,1
5387,3
5388,2
5389,1
5390,2
5391,3
5392,5
5393,4
5394,4
5395,3
5396,5
5397,4
5398,2
5399,5
5400,2
5401,2
5402,3
5403,3
5404,4
5405,5
5406,1
5407,3
5408,3
5409,3
5410,3
5411,3
5412,3
5413,1
5414,2
5415,1
5416,3
5417,3
5418,1
5419,4
5420,5
5421,5
5422,4
5423,4
5424,3
5425,1
5426,4
5427,1
5428,3
5429,1
5430,1
5431,4
5432,5
5433,4
5434,3
5435,3
5436,3
5437,2
5438,3
5439,3
5440,1
5441,2
5442,3
5443,3
5444,3
5445,1
5446,5
5447,1
5448,3
5449,2
5450,4
5451,2
5452,1
5453,5
5454,1
5455,5
5456,1
5457,5
5458,5
5459,4
5460,4
5461,5
5462,3
5463,3
5464,5
5465,3
5466,2
5467,5
5468,3
5469,1
5470,3
5471,3
5472,2
5473,1
5474,1
5475,4
5476,2
5477,2
5478,4
5479,3
5480,4
5481,2
5482,1
5483,3
5484,3
5485,2
5486,5
5487,1
5488,5
5489,3
5490,1
5491,2
5492,4
5493,1
5494,1
5495,5
5496,3
5497,5
5498,3
5499,4
5500,2
5501,3
5502,5
5503,5
5504,2
5505,3
5506,2
5507,3
5508,4
5509,1
5510,2
5511,5
5512,2
5513,1
5514,3
5515,3
5516,3
5517,3
5518,1
5519,4
5520,2
5521,4
5522,3
5523,3
5524,1
5525,3
5526,5
5527,3
5528,1
5529,1
5530,5
5531,4
5532,1
5533,5
5534,4
5535,2
5536,3
5537,4
5538,1
5539,1
5540,1
5541,3
5542,3
5543,2
5544,3
5545,2
5546,1
5547,1
5548,1
5549,1
5550,5
5551,3
5552,3
5553,1
5554,1
5555,3
5556,1
5557,5
5558,3
5559,3
5560,1
5561,4
5562,4
5563,3
5564,3
5565,3
5566,1
5567,3
5568,3
5569,4
5570,3
5571,2
5572,2
5573,3
5574,3
5575,1
5576,1
5577,2
5578,3
5579,1
5580,1
5581,3
5582,3
5583,5
5584,5
5585,5
5586,1
5587,2
5588,2
5589,3
5590,5
5591,3
5592,5
5593,1
5594,1
5595,1
5596,4
5597,2
5598,3
5599,5
5600,5
5601,5
5602,5
5603,2
5604,3
5605,3
5606,1
5607,3
5608,3
5609,1
5610,2
5611,2
5612,3
5613,3
5614,3
5615,3
5616,1
5617,1
5618,3
5619,1
5620,3
5621,1
5622,1
5623,2
5624,2
5625,2
5626,5
5627,1
5628,1
5629,4
5630,3
5631,3
5632,2
5633,4
5634,4
5635,3
5636,3
5637,3
5638,4
5639,2
5640,1
5641,4
5642,1
5643,1
5644,2
5645,1
5646,3
5647,1
5648,2
5649,1
5650,3
5651,3
5652,5
5653,4
5654,3
5655,1
5656,1
5657,2
5658,2
5659,1
5660,2
5661,5
5662,2
5663,4
5664,5
5665,4
5666,1
5667,3
5668,1
5669,4
5670,4
5671,1
5672,5
5673,3
5674,2
5675,2
5676,1
5677,2
5678,3
5679,1
5680,3
5681,3
5682,1
5683,3
5684,4
5685,3
5686,1
5687,4
5688,2
5689,2
5690,1
5691,3
5692,3
5693,5
5694,4
5695,1
5696,1
5697,3
5698,3
5699,2
5700,4
5701,3
5702,1
5703,3
5704,1
5705,5
5706,5
5707,1
5708,1
5709,5
5710,3
5711,1
5712,2
5713,4
5714,1
5715,1
5716,3
5717,5
5718,3
5719,3
5720,1
5721,3
5722,5
5723,1
5724,1
5725,3
5726,3
5727,1
5728,2
5729,1
5730,3
5731,4
5732,3
5733,5
5734,1
5735,1
5736,1
5737,1
5738,2
5739,5
5740,1
5741,3
5742,3
5743,3
5744,1
5745,3
5746,1
5747,5
5748,3
5749,2
5750,4
5751,2
5752,1
5753,1
5754,5
5755,3
5756,3
5757,1
5758,1
5759,4
5760,2
5761,5
5762,5
5763,3
5764,2
5765,3
5766,3
5767,2
5768,3
5769,5
5770,3
5771,4
5772,3
5773,4
5774,3
5775,5
5776,1
5777,5
5778,3
5779,3
5780,2
5781,4
5782,3
5783,5
5784,4
5785,3
5786,1
5787,4
5788,3
5789,3
5790,1
5791,4
5792,4
5793,5
5794,3
5795,1
5796,1
5797,2
5798,4
5799,3
5800,5
5801,3
5802,2
5803,3
5804,1
5805,4
5806,5
5807,4
5808,1
5809,5
5810,2
5811,5
5812,1
5813,1
5814,4
5815,2
5816,1
5817,3
5818,3
5819,1
5820,3
5821,1
5822,3
5823,1
5824,3
5825,1
5826,3
5827,1
5828,1
5829,4
5830,2
5831,2
5832,3
5833,3
5834,2
5835,1
5836,5
5837,3
5838,2
5839,4
5840,3
5841,4
5842,3
5843,3
5844,3
5845,3
5846,1
5847,2
5848,1
5849,3
5850,2
5851,2
5852,2
5853,2
5854,1
5855,1
5856,2
5857,3
5858,5
5859,2
5860,1
5861,1
5862,3
5863,3
5864,5
5865,5
5866,3
5867,3
5868,3
5869,2
5870,4
5871,3
5872,2
5873,1
5874,1
5875,1
5876,1
5877,5
5878,5
5879,2
5880,3
5881,3
5882,1
5883,3
5884,3
5885,5
5886,1
5887,5
5888,1
5889,1
5890,5
5891,1
5892,2
5893,5
5894,4
5895,4
5896,3
5897,4
5898,2
5899,3
5900,2
5901,3
5902,1
5903,4
5904,4
5905,4
5906,3
5907,3
5908,2
5909,3
5910,1
5911,2
5912,2
5913,1
5914,3
5915,4
5916,4
5917,2
5918,3
5919,1
5920,3
5921,3
5922,2
5923,1
5924,2
5925,5
5926,1
5927,3
5928,4
5929,2
5930,5
5931,5
5932,4
5933,2
5934,4
5935,5
5936,3
5937,1
5938,5
5939,1
5940,3
5941,5
5942,1
5943,2
5944,3
5945,3
5946,4
5947,1
5948,1
5949,3
5950,3
5951,5
5952,5
5953,2
5954,5
5955,1
5956,3
5957,3
5958,2
5959,5
5960,1
5961,2
5962,1
5963,5
5964,4
5965,1
5966,1
5967,1
5968,2
5969,1
5970,3
5971,4
5972,1
5973,2
5974,1
5975,3
5976,3
5977,5
5978,5
